id,left,top,right,bottom,유휴공연장_개수,공연시설_개수,문화공간_개수,문화시설_개수,노인여가복지시설_개수,노인의료복지시설_개수,장애인거주복지시설_개수,장애인지역사회재활시설_개수
476,950035.230199999990873,1956987.158199999947101,951035.230199999990873,1955987.158199999947101,0,0,4,0,0,1,0,0
477,950035.230199999990873,1955987.158199999947101,951035.230199999990873,1954987.158199999947101,0,0,0,0,0,0,0,0
478,950035.230199999990873,1954987.158199999947101,951035.230199999990873,1953987.158199999947101,2,1,0,1,0,1,1,0
479,950035.230199999990873,1953987.158199999947101,951035.230199999990873,1952987.158199999947101,0,0,2,2,0,1,0,0
470,950035.230199999990873,1962987.158199999947101,951035.230199999990873,1961987.158199999947101,0,0,0,0,0,0,0,0
471,950035.230199999990873,1961987.158199999947101,951035.230199999990873,1960987.158199999947101,0,0,0,0,0,0,0,0
488,950035.230199999990873,1944987.158199999947101,951035.230199999990873,1943987.158199999947101,0,1,1,0,0,1,1,1
489,950035.230199999990873,1943987.158199999947101,951035.230199999990873,1942987.158199999947101,0,0,1,2,0,1,1,0
490,950035.230199999990873,1942987.158199999947101,951035.230199999990873,1941987.158199999947101,0,0,0,0,0,0,0,4
491,950035.230199999990873,1941987.158199999947101,951035.230199999990873,1940987.158199999947101,1,2,6,4,0,0,0,0
492,950035.230199999990873,1940987.158199999947101,951035.230199999990873,1939987.158199999947101,0,0,0,0,0,2,0,0
493,950035.230199999990873,1939987.158199999947101,951035.230199999990873,1938987.158199999947101,0,0,0,0,0,0,0,0
494,950035.230199999990873,1938987.158199999947101,951035.230199999990873,1937987.158199999947101,0,0,0,0,0,0,0,0
495,950035.230199999990873,1937987.158199999947101,951035.230199999990873,1936987.158199999947101,0,0,0,0,0,0,0,0
480,950035.230199999990873,1952987.158199999947101,951035.230199999990873,1951987.158199999947101,0,2,3,0,0,0,0,0
481,950035.230199999990873,1951987.158199999947101,951035.230199999990873,1950987.158199999947101,4,13,1,3,0,0,0,0
482,950035.230199999990873,1950987.158199999947101,951035.230199999990873,1949987.158199999947101,2,10,2,10,1,0,1,2
483,950035.230199999990873,1949987.158199999947101,951035.230199999990873,1948987.158199999947101,0,0,0,0,1,0,0,2
484,950035.230199999990873,1948987.158199999947101,951035.230199999990873,1947987.158199999947101,0,0,0,1,0,0,0,0
485,950035.230199999990873,1947987.158199999947101,951035.230199999990873,1946987.158199999947101,0,1,0,0,0,0,0,0
486,950035.230199999990873,1946987.158199999947101,951035.230199999990873,1945987.158199999947101,1,2,1,3,0,0,0,0
487,950035.230199999990873,1945987.158199999947101,951035.230199999990873,1944987.158199999947101,0,2,3,3,0,0,0,1
504,951035.230199999990873,1959987.158199999947101,952035.230199999990873,1958987.158199999947101,0,0,0,0,0,0,0,0
505,951035.230199999990873,1958987.158199999947101,952035.230199999990873,1957987.158199999947101,0,0,0,0,0,0,0,0
506,951035.230199999990873,1957987.158199999947101,952035.230199999990873,1956987.158199999947101,0,0,0,0,0,1,0,0
507,951035.230199999990873,1956987.158199999947101,952035.230199999990873,1955987.158199999947101,3,1,2,3,0,0,0,0
508,951035.230199999990873,1955987.158199999947101,952035.230199999990873,1954987.158199999947101,0,0,1,3,0,2,0,1
509,951035.230199999990873,1954987.158199999947101,952035.230199999990873,1953987.158199999947101,0,0,0,0,0,0,0,1
510,951035.230199999990873,1953987.158199999947101,952035.230199999990873,1952987.158199999947101,0,0,0,0,1,0,0,0
511,951035.230199999990873,1952987.158199999947101,952035.230199999990873,1951987.158199999947101,0,0,2,1,0,0,0,0
501,951035.230199999990873,1962987.158199999947101,952035.230199999990873,1961987.158199999947101,0,0,0,0,0,0,0,0
502,951035.230199999990873,1961987.158199999947101,952035.230199999990873,1960987.158199999947101,0,0,0,0,0,0,0,0
503,951035.230199999990873,1960987.158199999947101,952035.230199999990873,1959987.158199999947101,0,0,0,0,0,0,0,0
392,947035.230199999990873,1947987.158199999947101,948035.230199999990873,1946987.158199999947101,0,1,3,5,0,0,0,0
393,947035.230199999990873,1946987.158199999947101,948035.230199999990873,1945987.158199999947101,3,5,1,4,0,0,2,0
394,947035.230199999990873,1945987.158199999947101,948035.230199999990873,1944987.158199999947101,0,0,0,0,1,6,1,2
395,947035.230199999990873,1944987.158199999947101,948035.230199999990873,1943987.158199999947101,0,1,0,3,0,0,0,0
396,947035.230199999990873,1943987.158199999947101,948035.230199999990873,1942987.158199999947101,0,0,0,0,0,8,1,0
397,947035.230199999990873,1942987.158199999947101,948035.230199999990873,1941987.158199999947101,0,0,0,0,0,7,2,0
398,947035.230199999990873,1941987.158199999947101,948035.230199999990873,1940987.158199999947101,0,1,4,2,2,3,0,0
399,947035.230199999990873,1940987.158199999947101,948035.230199999990873,1939987.158199999947101,0,0,0,0,1,3,2,0
384,947035.230199999990873,1955987.158199999947101,948035.230199999990873,1954987.158199999947101,0,0,0,0,0,1,3,0
385,947035.230199999990873,1954987.158199999947101,948035.230199999990873,1953987.158199999947101,0,0,1,0,1,1,0,1
386,947035.230199999990873,1953987.158199999947101,948035.230199999990873,1952987.158199999947101,0,0,1,1,0,3,0,1
387,947035.230199999990873,1952987.158199999947101,948035.230199999990873,1951987.158199999947101,0,1,0,1,0,0,0,0
388,947035.230199999990873,1951987.158199999947101,948035.230199999990873,1950987.158199999947101,1,5,2,2,0,0,1,3
389,947035.230199999990873,1950987.158199999947101,948035.230199999990873,1949987.158199999947101,2,5,0,0,0,0,1,1
390,947035.230199999990873,1949987.158199999947101,948035.230199999990873,1948987.158199999947101,0,0,0,0,0,0,0,0
391,947035.230199999990873,1948987.158199999947101,948035.230199999990873,1947987.158199999947101,0,1,0,1,0,0,0,0
410,948035.230199999990873,1960987.158199999947101,949035.230199999990873,1959987.158199999947101,0,0,0,0,0,0,0,0
411,948035.230199999990873,1959987.158199999947101,949035.230199999990873,1958987.158199999947101,0,0,0,0,0,0,0,0
412,948035.230199999990873,1958987.158199999947101,949035.230199999990873,1957987.158199999947101,0,0,0,0,1,1,2,1
413,948035.230199999990873,1957987.158199999947101,949035.230199999990873,1956987.158199999947101,0,0,0,0,1,2,0,0
414,948035.230199999990873,1956987.158199999947101,949035.230199999990873,1955987.158199999947101,0,0,3,0,1,4,0,2
415,948035.230199999990873,1955987.158199999947101,949035.230199999990873,1954987.158199999947101,0,0,2,1,1,1,3,1
400,947035.230199999990873,1939987.158199999947101,948035.230199999990873,1938987.158199999947101,0,2,3,0,1,3,3,1
401,947035.230199999990873,1938987.158199999947101,948035.230199999990873,1937987.158199999947101,0,1,2,1,0,0,0,0
402,947035.230199999990873,1937987.158199999947101,948035.230199999990873,1936987.158199999947101,0,0,0,0,0,0,0,1
424,948035.230199999990873,1946987.158199999947101,949035.230199999990873,1945987.158199999947101,0,0,1,1,0,0,0,2
425,948035.230199999990873,1945987.158199999947101,949035.230199999990873,1944987.158199999947101,0,0,0,1,0,2,1,0
426,948035.230199999990873,1944987.158199999947101,949035.230199999990873,1943987.158199999947101,0,0,1,0,0,0,0,0
427,948035.230199999990873,1943987.158199999947101,949035.230199999990873,1942987.158199999947101,0,1,0,3,0,0,0,4
428,948035.230199999990873,1942987.158199999947101,949035.230199999990873,1941987.158199999947101,0,0,2,0,0,14,1,1
429,948035.230199999990873,1941987.158199999947101,949035.230199999990873,1940987.158199999947101,0,0,0,0,0,0,1,0
430,948035.230199999990873,1940987.158199999947101,949035.230199999990873,1939987.158199999947101,0,0,0,1,0,3,0,0
431,948035.230199999990873,1939987.158199999947101,949035.230199999990873,1938987.158199999947101,0,0,2,1,1,2,0,1
416,948035.230199999990873,1954987.158199999947101,949035.230199999990873,1953987.158199999947101,0,1,2,1,0,4,0,0
417,948035.230199999990873,1953987.158199999947101,949035.230199999990873,1952987.158199999947101,0,0,0,0,1,1,0,0
418,948035.230199999990873,1952987.158199999947101,949035.230199999990873,1951987.158199999947101,0,2,0,1,0,0,0,1
419,948035.230199999990873,1951987.158199999947101,949035.230199999990873,1950987.158199999947101,2,10,0,0,0,1,1,0
420,948035.230199999990873,1950987.158199999947101,949035.230199999990873,1949987.158199999947101,7,36,6,14,0,0,1,0
421,948035.230199999990873,1949987.158199999947101,949035.230199999990873,1948987.158199999947101,0,4,1,2,0,0,0,0
422,948035.230199999990873,1948987.158199999947101,949035.230199999990873,1947987.158199999947101,0,0,1,0,0,0,0,0
423,948035.230199999990873,1947987.158199999947101,949035.230199999990873,1946987.158199999947101,0,3,2,1,0,0,0,0
440,949035.230199999990873,1961987.158199999947101,950035.230199999990873,1960987.158199999947101,0,0,0,0,0,0,0,0
441,949035.230199999990873,1960987.158199999947101,950035.230199999990873,1959987.158199999947101,0,0,1,0,0,0,0,0
442,949035.230199999990873,1959987.158199999947101,950035.230199999990873,1958987.158199999947101,0,0,3,0,1,0,0,0
443,949035.230199999990873,1958987.158199999947101,950035.230199999990873,1957987.158199999947101,0,0,0,1,0,1,1,0
444,949035.230199999990873,1957987.158199999947101,950035.230199999990873,1956987.158199999947101,0,0,2,1,1,0,1,0
445,949035.230199999990873,1956987.158199999947101,950035.230199999990873,1955987.158199999947101,3,2,1,3,0,3,0,2
446,949035.230199999990873,1955987.158199999947101,950035.230199999990873,1954987.158199999947101,0,0,0,1,0,0,2,0
447,949035.230199999990873,1954987.158199999947101,950035.230199999990873,1953987.158199999947101,0,0,0,1,0,0,1,0
432,948035.230199999990873,1938987.158199999947101,949035.230199999990873,1937987.158199999947101,0,0,0,1,0,0,0,0
433,948035.230199999990873,1937987.158199999947101,949035.230199999990873,1936987.158199999947101,0,0,0,0,0,0,0,0
328,945035.230199999990873,1949987.158199999947101,946035.230199999990873,1948987.158199999947101,0,0,0,0,0,0,0,0
329,945035.230199999990873,1948987.158199999947101,946035.230199999990873,1947987.158199999947101,0,0,2,1,0,0,0,0
330,945035.230199999990873,1947987.158199999947101,946035.230199999990873,1946987.158199999947101,0,0,0,0,0,0,0,0
331,945035.230199999990873,1946987.158199999947101,946035.230199999990873,1945987.158199999947101,0,0,0,0,0,0,0,0
332,945035.230199999990873,1945987.158199999947101,946035.230199999990873,1944987.158199999947101,2,1,1,0,0,0,0,0
333,945035.230199999990873,1944987.158199999947101,946035.230199999990873,1943987.158199999947101,1,2,3,6,0,1,2,1
334,945035.230199999990873,1943987.158199999947101,946035.230199999990873,1942987.158199999947101,1,1,3,2,0,2,0,1
335,945035.230199999990873,1942987.158199999947101,946035.230199999990873,1941987.158199999947101,0,0,1,1,0,0,0,0
322,945035.230199999990873,1955987.158199999947101,946035.230199999990873,1954987.158199999947101,0,0,0,0,0,0,0,0
323,945035.230199999990873,1954987.158199999947101,946035.230199999990873,1953987.158199999947101,0,0,0,0,0,0,0,1
324,945035.230199999990873,1953987.158199999947101,946035.230199999990873,1952987.158199999947101,0,0,1,1,0,0,0,0
325,945035.230199999990873,1952987.158199999947101,946035.230199999990873,1951987.158199999947101,1,2,1,0,0,0,0,0
326,945035.230199999990873,1951987.158199999947101,946035.230199999990873,1950987.158199999947101,0,1,0,0,0,0,0,0
327,945035.230199999990873,1950987.158199999947101,946035.230199999990873,1949987.158199999947101,0,0,0,0,0,0,0,0
336,945035.230199999990873,1941987.158199999947101,946035.230199999990873,1940987.158199999947101,0,0,0,0,0,0,0,0
337,945035.230199999990873,1940987.158199999947101,946035.230199999990873,1939987.158199999947101,0,0,0,0,1,0,0,0
338,945035.230199999990873,1939987.158199999947101,946035.230199999990873,1938987.158199999947101,0,0,0,0,0,0,0,0
360,946035.230199999990873,1948987.158199999947101,947035.230199999990873,1947987.158199999947101,1,2,0,2,0,0,0,0
361,946035.230199999990873,1947987.158199999947101,947035.230199999990873,1946987.158199999947101,1,5,2,0,0,0,0,0
362,946035.230199999990873,1946987.158199999947101,947035.230199999990873,1945987.158199999947101,3,9,2,5,1,1,0,0
363,946035.230199999990873,1945987.158199999947101,947035.230199999990873,1944987.158199999947101,1,4,5,1,1,1,0,2
364,946035.230199999990873,1944987.158199999947101,947035.230199999990873,1943987.158199999947101,1,1,3,2,0,2,0,0
365,946035.230199999990873,1943987.158199999947101,947035.230199999990873,1942987.158199999947101,0,0,1,2,0,1,0,1
366,946035.230199999990873,1942987.158199999947101,947035.230199999990873,1941987.158199999947101,1,1,1,1,0,4,0,2
367,946035.230199999990873,1941987.158199999947101,947035.230199999990873,1940987.158199999947101,3,3,6,2,3,3,1,1
353,946035.230199999990873,1955987.158199999947101,947035.230199999990873,1954987.158199999947101,0,0,0,0,0,0,0,0
354,946035.230199999990873,1954987.158199999947101,947035.230199999990873,1953987.158199999947101,0,0,1,1,0,0,0,0
355,946035.230199999990873,1953987.158199999947101,947035.230199999990873,1952987.158199999947101,0,2,4,0,0,3,0,0
356,946035.230199999990873,1952987.158199999947101,947035.230199999990873,1951987.158199999947101,5,1,2,1,0,0,0,0
357,946035.230199999990873,1951987.158199999947101,947035.230199999990873,1950987.158199999947101,0,0,1,0,0,0,0,0
358,946035.230199999990873,1950987.158199999947101,947035.230199999990873,1949987.158199999947101,0,0,1,0,0,0,0,0
359,946035.230199999990873,1949987.158199999947101,947035.230199999990873,1948987.158199999947101,0,0,0,0,0,0,0,0
378,947035.230199999990873,1961987.158199999947101,948035.230199999990873,1960987.158199999947101,0,0,0,0,0,0,0,0
379,947035.230199999990873,1960987.158199999947101,948035.230199999990873,1959987.158199999947101,0,0,0,0,0,0,0,0
380,947035.230199999990873,1959987.158199999947101,948035.230199999990873,1958987.158199999947101,0,0,0,0,0,0,0,0
381,947035.230199999990873,1958987.158199999947101,948035.230199999990873,1957987.158199999947101,0,0,0,0,0,0,0,0
382,947035.230199999990873,1957987.158199999947101,948035.230199999990873,1956987.158199999947101,0,0,0,0,0,0,0,0
383,947035.230199999990873,1956987.158199999947101,948035.230199999990873,1955987.158199999947101,0,0,0,1,0,0,6,2
368,946035.230199999990873,1940987.158199999947101,947035.230199999990873,1939987.158199999947101,0,0,0,0,1,2,2,1
369,946035.230199999990873,1939987.158199999947101,947035.230199999990873,1938987.158199999947101,0,1,4,3,2,4,0,1
370,946035.230199999990873,1938987.158199999947101,947035.230199999990873,1937987.158199999947101,0,0,0,0,0,0,0,0
371,946035.230199999990873,1937987.158199999947101,947035.230199999990873,1936987.158199999947101,0,0,0,0,0,0,0,0
264,943035.230199999990873,1951987.158199999947101,944035.230199999990873,1950987.158199999947101,0,0,0,1,0,1,0,0
265,943035.230199999990873,1950987.158199999947101,944035.230199999990873,1949987.158199999947101,0,0,2,1,0,0,1,0
266,943035.230199999990873,1949987.158199999947101,944035.230199999990873,1948987.158199999947101,0,0,1,1,0,3,0,0
267,943035.230199999990873,1948987.158199999947101,944035.230199999990873,1947987.158199999947101,0,0,0,1,0,1,3,0
268,943035.230199999990873,1947987.158199999947101,944035.230199999990873,1946987.158199999947101,0,0,1,2,0,5,1,0
269,943035.230199999990873,1946987.158199999947101,944035.230199999990873,1945987.158199999947101,0,2,5,3,0,1,0,0
270,943035.230199999990873,1945987.158199999947101,944035.230199999990873,1944987.158199999947101,0,0,0,0,1,4,0,0
271,943035.230199999990873,1944987.158199999947101,944035.230199999990873,1943987.158199999947101,1,1,1,2,0,1,0,0
262,943035.230199999990873,1953987.158199999947101,944035.230199999990873,1952987.158199999947101,0,0,0,0,0,0,0,0
263,943035.230199999990873,1952987.158199999947101,944035.230199999990873,1951987.158199999947101,0,0,0,0,0,0,0,0
272,943035.230199999990873,1943987.158199999947101,944035.230199999990873,1942987.158199999947101,0,0,1,1,0,2,0,0
296,944035.230199999990873,1950987.158199999947101,945035.230199999990873,1949987.158199999947101,0,1,1,0,0,0,0,0
297,944035.230199999990873,1949987.158199999947101,945035.230199999990873,1948987.158199999947101,0,0,0,1,0,0,2,1
298,944035.230199999990873,1948987.158199999947101,945035.230199999990873,1947987.158199999947101,0,1,1,2,1,0,1,0
299,944035.230199999990873,1947987.158199999947101,945035.230199999990873,1946987.158199999947101,4,5,3,2,0,0,0,0
300,944035.230199999990873,1946987.158199999947101,945035.230199999990873,1945987.158199999947101,0,0,0,1,0,1,0,3
301,944035.230199999990873,1945987.158199999947101,945035.230199999990873,1944987.158199999947101,3,1,2,0,0,0,0,0
302,944035.230199999990873,1944987.158199999947101,945035.230199999990873,1943987.158199999947101,0,0,1,0,0,0,0,0
303,944035.230199999990873,1943987.158199999947101,945035.230199999990873,1942987.158199999947101,0,0,0,0,0,0,0,0
292,944035.230199999990873,1954987.158199999947101,945035.230199999990873,1953987.158199999947101,0,0,0,0,0,0,0,0
293,944035.230199999990873,1953987.158199999947101,945035.230199999990873,1952987.158199999947101,0,0,0,0,0,0,0,0
294,944035.230199999990873,1952987.158199999947101,945035.230199999990873,1951987.158199999947101,0,0,0,0,0,0,0,0
295,944035.230199999990873,1951987.158199999947101,945035.230199999990873,1950987.158199999947101,0,0,0,0,0,0,0,0
304,944035.230199999990873,1942987.158199999947101,945035.230199999990873,1941987.158199999947101,0,0,0,0,0,0,0,0
305,944035.230199999990873,1941987.158199999947101,945035.230199999990873,1940987.158199999947101,0,0,0,0,0,0,0,0
200,941035.230199999990873,1953987.158199999947101,942035.230199999990873,1952987.158199999947101,0,0,0,0,0,0,0,0
201,941035.230199999990873,1952987.158199999947101,942035.230199999990873,1951987.158199999947101,1,3,2,1,0,1,1,1
202,941035.230199999990873,1951987.158199999947101,942035.230199999990873,1950987.158199999947101,0,1,1,2,0,0,0,0
203,941035.230199999990873,1950987.158199999947101,942035.230199999990873,1949987.158199999947101,2,1,1,2,0,0,0,0
204,941035.230199999990873,1949987.158199999947101,942035.230199999990873,1948987.158199999947101,0,0,1,2,0,3,3,0
205,941035.230199999990873,1948987.158199999947101,942035.230199999990873,1947987.158199999947101,1,1,0,1,1,3,1,0
206,941035.230199999990873,1947987.158199999947101,942035.230199999990873,1946987.158199999947101,0,0,0,1,0,4,4,1
207,941035.230199999990873,1946987.158199999947101,942035.230199999990873,1945987.158199999947101,0,0,2,2,0,3,0,1
199,941035.230199999990873,1954987.158199999947101,942035.230199999990873,1953987.158199999947101,0,0,0,0,0,0,0,0
208,941035.230199999990873,1945987.158199999947101,942035.230199999990873,1944987.158199999947101,0,0,0,0,0,1,1,0
209,941035.230199999990873,1944987.158199999947101,942035.230199999990873,1943987.158199999947101,0,0,0,1,0,0,1,3
210,941035.230199999990873,1943987.158199999947101,942035.230199999990873,1942987.158199999947101,0,0,1,0,0,0,0,0
211,941035.230199999990873,1942987.158199999947101,942035.230199999990873,1941987.158199999947101,0,0,0,0,0,1,0,0
212,941035.230199999990873,1941987.158199999947101,942035.230199999990873,1940987.158199999947101,0,0,0,0,0,0,0,0
232,942035.230199999990873,1952987.158199999947101,943035.230199999990873,1951987.158199999947101,0,0,1,0,0,0,1,4
233,942035.230199999990873,1951987.158199999947101,943035.230199999990873,1950987.158199999947101,1,4,1,4,1,3,2,1
234,942035.230199999990873,1950987.158199999947101,943035.230199999990873,1949987.158199999947101,0,0,3,1,1,3,2,3
235,942035.230199999990873,1949987.158199999947101,943035.230199999990873,1948987.158199999947101,0,0,0,0,1,5,8,1
236,942035.230199999990873,1948987.158199999947101,943035.230199999990873,1947987.158199999947101,0,0,0,0,0,4,1,0
237,942035.230199999990873,1947987.158199999947101,943035.230199999990873,1946987.158199999947101,0,0,0,0,1,3,2,0
238,942035.230199999990873,1946987.158199999947101,943035.230199999990873,1945987.158199999947101,0,0,0,0,1,2,1,1
239,942035.230199999990873,1945987.158199999947101,943035.230199999990873,1944987.158199999947101,0,0,3,2,0,0,0,0
231,942035.230199999990873,1953987.158199999947101,943035.230199999990873,1952987.158199999947101,0,0,0,0,0,0,0,0
240,942035.230199999990873,1944987.158199999947101,943035.230199999990873,1943987.158199999947101,1,1,2,0,0,0,3,0
241,942035.230199999990873,1943987.158199999947101,943035.230199999990873,1942987.158199999947101,0,0,0,0,0,1,0,0
242,942035.230199999990873,1942987.158199999947101,943035.230199999990873,1941987.158199999947101,0,0,0,0,0,0,0,0
243,942035.230199999990873,1941987.158199999947101,943035.230199999990873,1940987.158199999947101,0,0,0,0,0,0,0,0
1165,972035.230199999990873,1949987.158199999947101,973035.230199999990873,1948987.158199999947101,0,0,0,0,0,0,0,0
136,939035.230199999990873,1955987.158199999947101,940035.230199999990873,1954987.158199999947101,0,0,0,0,0,0,0,0
137,939035.230199999990873,1954987.158199999947101,940035.230199999990873,1953987.158199999947101,0,0,0,0,0,0,1,0
138,939035.230199999990873,1953987.158199999947101,940035.230199999990873,1952987.158199999947101,0,0,1,3,0,2,0,1
139,939035.230199999990873,1952987.158199999947101,940035.230199999990873,1951987.158199999947101,0,0,0,0,0,1,1,3
140,939035.230199999990873,1951987.158199999947101,940035.230199999990873,1950987.158199999947101,0,0,0,0,0,0,2,0
141,939035.230199999990873,1950987.158199999947101,940035.230199999990873,1949987.158199999947101,0,0,0,0,0,0,0,1
142,939035.230199999990873,1949987.158199999947101,940035.230199999990873,1948987.158199999947101,0,1,0,0,0,0,0,0
146,939035.230199999990873,1945987.158199999947101,940035.230199999990873,1944987.158199999947101,0,0,0,0,0,0,0,0
147,939035.230199999990873,1944987.158199999947101,940035.230199999990873,1943987.158199999947101,0,0,0,0,0,0,0,0
148,939035.230199999990873,1943987.158199999947101,940035.230199999990873,1942987.158199999947101,0,0,0,0,0,0,0,0
149,939035.230199999990873,1942987.158199999947101,940035.230199999990873,1941987.158199999947101,0,0,0,0,0,0,0,0
150,939035.230199999990873,1941987.158199999947101,940035.230199999990873,1940987.158199999947101,0,0,0,0,0,0,0,0
168,940035.230199999990873,1954987.158199999947101,941035.230199999990873,1953987.158199999947101,0,0,0,0,0,1,0,0
169,940035.230199999990873,1953987.158199999947101,941035.230199999990873,1952987.158199999947101,0,0,0,0,0,0,0,0
170,940035.230199999990873,1952987.158199999947101,941035.230199999990873,1951987.158199999947101,0,1,1,0,0,0,1,1
171,940035.230199999990873,1951987.158199999947101,941035.230199999990873,1950987.158199999947101,0,0,0,0,0,0,0,0
172,940035.230199999990873,1950987.158199999947101,941035.230199999990873,1949987.158199999947101,0,0,0,0,0,6,0,0
173,940035.230199999990873,1949987.158199999947101,941035.230199999990873,1948987.158199999947101,0,0,0,0,0,0,0,0
174,940035.230199999990873,1948987.158199999947101,941035.230199999990873,1947987.158199999947101,0,0,0,1,1,0,0,0
175,940035.230199999990873,1947987.158199999947101,941035.230199999990873,1946987.158199999947101,0,1,1,0,0,1,0,0
176,940035.230199999990873,1946987.158199999947101,941035.230199999990873,1945987.158199999947101,0,0,0,0,0,1,0,0
177,940035.230199999990873,1945987.158199999947101,941035.230199999990873,1944987.158199999947101,0,0,0,0,0,0,0,0
178,940035.230199999990873,1944987.158199999947101,941035.230199999990873,1943987.158199999947101,0,0,1,1,0,1,2,0
179,940035.230199999990873,1943987.158199999947101,941035.230199999990873,1942987.158199999947101,0,0,0,0,0,3,0,0
1099,970035.230199999990873,1953987.158199999947101,971035.230199999990873,1952987.158199999947101,0,0,0,0,0,0,0,0
180,940035.230199999990873,1942987.158199999947101,941035.230199999990873,1941987.158199999947101,0,0,0,0,0,0,0,0
1100,970035.230199999990873,1952987.158199999947101,971035.230199999990873,1951987.158199999947101,0,0,0,0,0,0,0,0
1101,970035.230199999990873,1951987.158199999947101,971035.230199999990873,1950987.158199999947101,0,0,0,0,0,0,1,0
1102,970035.230199999990873,1950987.158199999947101,971035.230199999990873,1949987.158199999947101,0,1,0,0,0,0,0,1
1103,970035.230199999990873,1949987.158199999947101,971035.230199999990873,1948987.158199999947101,0,0,0,0,0,0,1,0
74,937035.230199999990873,1955987.158199999947101,938035.230199999990873,1954987.158199999947101,0,0,0,0,0,0,0,0
75,937035.230199999990873,1954987.158199999947101,938035.230199999990873,1953987.158199999947101,0,0,0,0,0,0,0,0
76,937035.230199999990873,1953987.158199999947101,938035.230199999990873,1952987.158199999947101,0,0,0,0,0,0,0,0
77,937035.230199999990873,1952987.158199999947101,938035.230199999990873,1951987.158199999947101,0,0,0,0,0,0,0,0
78,937035.230199999990873,1951987.158199999947101,938035.230199999990873,1950987.158199999947101,0,0,0,0,0,0,0,0
79,937035.230199999990873,1950987.158199999947101,938035.230199999990873,1949987.158199999947101,0,0,0,0,0,0,0,0
